"","argomento","nome","cognome","genere","dataNascita","gruppo_parlamentare","background","inizioIncarico","fineIncarico","data_intervento","intervento","discussione","gruppo"
"307","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (riunione Comitato dei nove in I Commissione; crisi occupazionale alla Open.Co; problemi legati alla ""Opzione donna"" in materia pensionistica; danneggiamenti alla sede padovana del gruppo Veronesi mangimi; richiesta di revoca dalle Commissioni antimafia e giustizia di un deputato indagato; indagini su un deputato e anomalie della gestione dell'acqua in Campania).","FRANCESCO PAOLO","SISTO","male",1955-04-27,"IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE (19.03.2013-22.03.2018)","Laurea in giurisprudenza; Avvocato penalista, Docente universitario",2013-03-19,2018-03-22,2015-07-14,"<http://dati.camera.it/ocd/intervento.rdf/in17_345692>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib80579_17>","Destra"
"308","Sull'ordine dei lavori (udienza del leader di un partito al Quirinale; costituzione di un gruppo di deptuati per la modifica della normativa sulla cittadinanza; vicenda di una donna figlia di immigrati stranieri; problemi di alcuni cittadini). Per la disciplina della discussione, per il rispetto del Presidente della Repubblica, in merito a espressioni sconvenienti atte a ledere persone o istituzioni e per l'uso di un linguaggio consono. Richiamo al Regolamento, sulla disciplina degli interventi sull'ordine dei lavori.","GIRGIS","SORIAL","male",1983-07-12,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria dell'informazione, Master in business administration; Consulente aziendale",2013-03-19,2018-03-22,2014-04-03,"<http://dati.camera.it/ocd/intervento.rdf/in17_273090>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib65092_17>","Movimento 5 Stelle"
"309","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (alluvioni a Carrara; proposte di legge di iniziative popolare; mancata adozione del piano antiviolenza sulle donne da parte del Governo; coppia di cristiani arsi vivi in Pakistan e persecuzioni anticristiane nei paesi islamici)","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2014-11-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_304289>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72150_17>","Movimento 5 Stelle"
"310","Sull'ordine dei lavori per interventi su argomenti non iscritti all'ordine del giorno (scomparsa di Enrico Liverani; Giornata internazionale contro la violenza sulle donne; scomparsa della senatrice Tullia Carettoni Romagnoli).","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2015-11-25,"<http://dati.camera.it/ocd/intervento.rdf/in17_364381>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib85188_17>","Movimento 5 Stelle"
"311","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (decessi a seguito di vaccinazioni e richiesta di un'informativa del Ministro della salute a tale riguardo; mancata adozione del piano antiviolenza sulle donne; rilevanza del fenomeno della mancata risposta alle interrogazioni; competenze per il riordino della sanità; vertenza dei lavoratori della società Milano 90; incardinamento di una proposta di legge; tragica scomparsa del bambino Andrea Stival in Sicilia) e per la risposta a strumenti del sindacato ispettivo.","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2014-11-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_309156>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72948_17>","Movimento 5 Stelle"
"312","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (anniversario della morte dello studente Vito Scafidi; concerto neonazista in provincia di Milano; opacità nelle associazioni di volontariato ambientale; mancata attuazione del piano antiviolenza sulle donne; morte di un elettricista dell'ILVA per malattia professionale; ferimento di un'attivista italiana di Greenpeace; crescita dei reati contro la persona nel ragusano; proposta di legge sulla registrazione degli atti di stato civile; esondazione del fiume Seveso e posizione di un gruppo politico; finanziamenti pubblici delle diverse fonti energetiche) e per la risposta a strumenti del sindacato ispettivo","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2014-11-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_305891>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72469_17>","Movimento 5 Stelle"
"313","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (mancata adozione del piano antiviolenza sulle donne; violenta tromba d'aria su comuni della provincia di Padova)","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2014-10-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_303087>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71838_17>","Movimento 5 Stelle"
"314","Svolgimento e conclusione - Indagine conoscitiva sull'Agenda 2030 per lo sviluppo sostenibile.
Audizione della Vice Direttrice Generale dell'Organizzazione Mondiale della Sanità per la Salute della Famiglia, delle Donne e dei Bambini, Flavia Bustreo","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2016-07-14,"<http://dati.camera.it/ocd/intervento.rdf/in17_400243>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib93898_17>","Movimento 5 Stelle"
"315","Interventi di fine seduta su argomenti non iscritti all'ordine del giorno (crescita degli infortuni mortali sul lavoro; casi di violenza sulle donne e richiesta che la Sottosegretaria di Stato alla Presidenza del Consiglio ne riferisca in Aula), e per la risposta a strumenti del sindacato ispettivo.","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2017-09-19,"<http://dati.camera.it/ocd/intervento.rdf/in17_450184>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib106882_17>","Movimento 5 Stelle"
"316","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (riunione Comitato dei nove in I Commissione; crisi occupazionale alla Open.Co; problemi legati alla ""Opzione donna"" in materia pensionistica; danneggiamenti alla sede padovana del gruppo Veronesi mangimi; richiesta di revoca dalle Commissioni antimafia e giustizia di un deputato indagato; indagini su un deputato e anomalie della gestione dell'acqua in Campania).","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2015-07-14,"<http://dati.camera.it/ocd/intervento.rdf/in17_345694>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib80579_17>","Movimento 5 Stelle"
"317","Sull'ordine dei lavori per interventi su argomenti non iscritti all'ordine del giorno, e per la risposta a strumenti del sindacato ispettivo (strage di volontari dei giovani socialisti della SGDF a Suruc, in Turchia; morte dell'infettivologo Mauro Moroni; problemi relativi all'attuazione dell'""opzione donna""; rischio attentati e situazione dei Vigili del fuoco; morte sul lavoro di Abdullah Mohammed e sfruttamento dei migranti).","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2015-07-23,"<http://dati.camera.it/ocd/intervento.rdf/in17_347796>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib81057_17>","Movimento 5 Stelle"
"318","Sull'ordine dei lavori per interventi su argomenti non iscritti all'ordine del giorno (mancata nomina del nuovo Viceministro degli affari esteri; interpretazioni dell'""opzione donna"" in materia pensionistica; coinvolgimento di funzionari pubblici ed esponenti politici nella vicenda della Tirreno Power di Vado Ligure).","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2015-07-15,"<http://dati.camera.it/ocd/intervento.rdf/in17_346341>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib80698_17>","Movimento 5 Stelle"
"319","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (interventi a favore delle famiglie di disabili; attacco alla sede del PD di Castellanza (Varese); calamità naturali e dissesto idrogeologico; mancata adozione del piano antiviolenza sulle donne; conferenza dei servizi sul gasdotto TAP; conferimento di incarico di consulenza da parte del sindaco di Nusco (Avellino) ad un collega di partito) e per la risposta ad uno strumento del sindacato ispettivo","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2014-11-12,"<http://dati.camera.it/ocd/intervento.rdf/in17_305199>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72353_17>","Movimento 5 Stelle"
"320","Discussione e conclusione - Approvazione della risoluzione n. 8-00083 - 7-00338 Spadoni: Sul rispetto dei diritti dell'infanzia e delle donne in Iraq in riferimento alla questione delle spose bambine","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2014-10-22,"<http://dati.camera.it/ocd/intervento.rdf/in17_301687>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71464_17>","Movimento 5 Stelle"
"321","Discussione e conclusione - Approvazione della risoluzione n. 8-00083 - 7-00338 Spadoni: Sul rispetto dei diritti dell'infanzia e delle donne in Iraq in riferimento alla questione delle spose bambine","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2014-10-22,"<http://dati.camera.it/ocd/intervento.rdf/in17_301689>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71464_17>","Movimento 5 Stelle"
"322","Sull'ordine dei lavori (udienza del leader di un partito al Quirinale; costituzione di un gruppo di deptuati per la modifica della normativa sulla cittadinanza; vicenda di una donna figlia di immigrati stranieri; problemi di alcuni cittadini). Per la disciplina della discussione, per il rispetto del Presidente della Repubblica, in merito a espressioni sconvenienti atte a ledere persone o istituzioni e per l'uso di un linguaggio consono. Richiamo al Regolamento, sulla disciplina degli interventi sull'ordine dei lavori.","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2014-04-03,"<http://dati.camera.it/ocd/intervento.rdf/in17_273093>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib65092_17>","Movimento 5 Stelle"
"323","Discussione e conclusione - Approvazione della risoluzione n. 8-00269 - 7-01324 Spadoni: Sui profili attuativi della Convenzione del Consiglio d'Europa sulla prevenzione e la lotta alla violenza contro le donne e la violenza domestica","MARIA EDERA","SPADONI","female",1979-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in lingue e letterature straniere (europee)",2013-03-19,2018-03-22,2017-11-08,"<http://dati.camera.it/ocd/intervento.rdf/in17_457300>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib108933_17>","Movimento 5 Stelle"
"324","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (anniversario della morte dello studente Vito Scafidi; concerto neonazista in provincia di Milano; opacità nelle associazioni di volontariato ambientale; mancata attuazione del piano antiviolenza sulle donne; morte di un elettricista dell'ILVA per malattia professionale; ferimento di un'attivista italiana di Greenpeace; crescita dei reati contro la persona nel ragusano; proposta di legge sulla registrazione degli atti di stato civile; esondazione del fiume Seveso e posizione di un gruppo politico; finanziamenti pubblici delle diverse fonti energetiche) e per la risposta a strumenti del sindacato ispettivo","ANGELO","TOFALO","male",1981-04-20,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria civile",2013-03-19,2018-03-22,2014-11-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_305883>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72469_17>","Movimento 5 Stelle"
"325","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","DANILO","TONINELLI","male",1974-08-02,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in giurisprudenza; Dipendente di azienda privata",2013-03-19,2018-03-22,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261037>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Movimento 5 Stelle"
"326","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (decessi a seguito di vaccinazioni e richiesta di un'informativa del Ministro della salute a tale riguardo; mancata adozione del piano antiviolenza sulle donne; rilevanza del fenomeno della mancata risposta alle interrogazioni; competenze per il riordino della sanità; vertenza dei lavoratori della società Milano 90; incardinamento di una proposta di legge; tragica scomparsa del bambino Andrea Stival in Sicilia) e per la risposta a strumenti del sindacato ispettivo.","DAVIDE","TRIPIEDI","male",1984-08-07,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Licenza media; Idraulico",2013-03-19,2018-03-22,2014-11-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_309162>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72948_17>","Movimento 5 Stelle"
"327","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione della sottosegretaria di Stato per il lavoro e le politiche sociali Franca Biondelli.","DAVIDE","TRIPIEDI","male",1984-08-07,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Licenza media; Idraulico",2013-03-19,2018-03-22,2016-04-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_385855>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib90123_17>","Movimento 5 Stelle"
"328","Sull'ordine dei lavori per interventi su argomenti non iscritti all'ordine del giorno (mancata nomina del nuovo Viceministro degli affari esteri; interpretazioni dell'""opzione donna"" in materia pensionistica; coinvolgimento di funzionari pubblici ed esponenti politici nella vicenda della Tirreno Power di Vado Ligure).","DAVIDE","TRIPIEDI","male",1984-08-07,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Licenza media; Idraulico",2013-03-19,2018-03-22,2015-07-15,"<http://dati.camera.it/ocd/intervento.rdf/in17_346344>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib80698_17>","Movimento 5 Stelle"
